274.1801946162047,1
4032.385239391539,2
5734.149143496531,3
7194.157623053187,4
8459.308081822792,5
9530.628577673007,6
10321.867853430469,7
11028.60884510077,8
11436.24466315803,9
11397.04280529346,10
11199.872318224878,11
11690.063674002407,12
11366.833778881632,13
11186.686386158695,14
10718.5371444835,15
9664.509236478367,16
9174.22992442782,17
9034.924670768258,18
6989.095873600997,19
6211.53170916411,20
6470.4461202678685,21
5192.105501494723,22
3972.031573468743,23
2781.3175060074113,24
2781.4634515749067,25
1596.713668955684,26
1596.885890372664,27
538.9039116093896,28
553.5531811430922,29
8.22430453510142,30
9.001678046403024,31
543.2083221719506,32
561.4297428541122,33
580.628140975304,34
3341.324477162685,35
3465.2661445903814,36
3465.0657802439946,37
24011.732973365255,38
24972.229301108364,39
26013.154839445677,40
26012.680881543216,41
26012.820389433957,42
52397.227500085726,43
52442.42295733412,44
52409.56721612923,45
52443.26748043241,46
54776.49556221012,47
139915.02770897633,48
139904.5320402566,49
139930.8382374196,50
139908.12668833951,51
139926.65847623235,52
146897.97220523137,53
372728.1539069344,54
396711.62188491906,55
396711.75554585306,56
396711.92096618237,57
421678.1751948667,58
421676.41662817803,59
421683.52084349206,60
421678.68457271,61
421678.68457271,62
448033.73084650794,63
488492.18339480733,64
488491.5874397828,65
488490.7781646207,66
488492.2381491802,67
488492.5082503219,68
488491.97713443026,69
488491.5874397828,70
488493.4415301981,71
488491.5734335043,72
488490.5803349822,73
488491.5874397828,74
488492.63244041835,75
523383.8436854816,76
563644.0971337695,77
563644.1393535956,78
563637.9346596147,79
563644.1393535956,80
563645.9432162982,81
563644.3703999553,82
563649.2078196374,83
563644.1393535956,84
563640.3256614837,85
563649.590700416,86
563643.7030860333,87
563644.1393535956,88
563644.1393535956,89
563644.1393535956,90
563641.684514859,91
563644.1393535956,92
563644.1393535956,93
563644.1393535956,94
610621.0845470604,95
610614.4842997285,96
610605.3024635917,97
610613.8878430612,98
610615.6353728966,99
610611.1027842779,100
560214.2949178963,101
560214.2949178963,102
560213.9024236099,103
560218.6567340645,104
560204.2706394987,105
562884.2761016552,106
562940.7966599219,107
349752.41214206803,108
351564.3245811947,109
349755.8151251111,110
349755.67756088765,111
351560.0686078454,112
384731.3239119236,113
386719.27150393,114
399989.58372278867,115
77478.17895157578,116
397966.96689010673,117
399989.190360479,118
71703.13184587403,119
76592.0739989852,120
77478.21028909608,121
70848.89052508885,122
399989.7713519757,123
76595.12322396316,124
770536.9265975405,125
731928.6101713774,126
339910.78101022827,127
380054.88936858164,128
359972.30351324216,129
343791.3779824356,130
329524.87074342737,131
372986.3415710766,132
347883.20529588684,133
364988.97993013565,134
344351.4940338853,135
374597.49773024913,136
324091.8595504993,137
382542.1953389605,138
373899.0036697755,139
382171.38160004665,140
339135.5113407329,141
352749.60102691845,142
325984.6394585789,143
378589.35982441105,144
324444.4288324905,145
327403.2858674574,146
355430.4723219115,147
376861.2554125043,148
403093.0594817433,149
292159.14003863675,150
311741.1194304724,151
301561.5885220042,152
339424.3138870712,153
347207.2579365407,154
351043.1068429487,155
339064.4730615388,156
408.870366636183,157
756.4309625829948,158
207773.03214783355,159
195935.06065391697,160
214906.84518777934,161
299.8990226342019,162
533.441139114405,163
206315.9788358343,164
758.1421944965476,165
207734.41690172872,166
203972.55487285438,167
