date,market-cap,trade-volume,hash-rate,cost-per-transaction,transaction-fees,n-unique-addresses,n-transactions,n-transactions-excluding-popular,estimated-transaction-volume
1310688000,97551740.0,341750.9342,12.509465443221142,13.360475086906142,13.93294757,21025.0,8630.0,8630.0,49800.0
1310774400,96299475.0,207010.71300000002,12.354068356969947,14.356003068661296,13.44019776,21029.0,7821.0,7821.0,43349.0
1310860800,95461272.0,306294.384,13.131053788225918,12.967016465422613,12.45441972,22354.0,9110.0,9110.0,46909.0
1310947200,93720371.085,368998.38359999994,11.887877098216364,12.811993402565669,10.45340351,19515.0,8185.0,8185.0,187452.0
1311033600,100754535.0,448407.03199999995,12.74256107259793,12.246770759403832,17.08671088,23514.0,9863.0,9863.0,78884.0
1311120000,96331248.0,233602.5926,12.019848738804129,11.765996489174954,11.50496853,21109.0,8545.0,8545.0,56113.0
1311206400,95745607.155,160660.8936,13.028507374228251,12.564117692843867,9.3605919,22713.0,8608.0,8608.0,56555.0
1311292800,95845270.29,445567.85469999997,12.019848738804129,11.83080039113429,11.77873472,21044.0,8437.0,8437.0,57368.0
1311379200,95816232.0,98048.9601,12.187958511374816,12.577206870799104,9.81383186,19698.0,8034.0,8034.0,53874.0
1311465600,96352250.10785,82592.2614,14.793659986220465,15.652409254131705,7.9042719,20708.0,7866.0,7866.0,41421.0
1311552000,101705310.0,618180.9088,13.196617146798937,12.129757582417582,13.19779016,22766.0,9555.0,9555.0,69025.0
1311638400,99481680.0,286422.3453,14.205275782223062,14.497702654445899,8.61433947,21078.0,8401.0,8401.0,61760.0
1311724800,97743568.5,709236.9291000001,15.129879531361839,15.283607876095571,9.17862736,20882.0,8329.0,8329.0,62083.0
1311811200,96961200.0,943502.5985,14.03716600965237,14.965208493220773,7.45699769,22225.0,7818.0,7818.0,92723.0
1311897600,95687130.0,529995.578,13.532836691940314,14.902520107238606,6.6564493,20440.0,7460.0,7460.0,81460.0
1311984000,95792010.0,315963.63629999995,12.776342715372222,15.314093959731544,6.60580997,18672.0,6854.0,6854.0,49809.0
1312070400,103552070.015,800859.7286,14.121220895937718,16.85941033786512,6.12797681,20480.0,7429.0,7429.0,53514.0
1312156800,94289725.86,693495.0112000001,16.43111686929297,14.77318547061753,7.45372377,21414.0,8032.0,8032.0,57864.0
1312243200,93692027.5,263486.78280000004,13.80213817020609,11.227918983320095,7.8853759,19473.0,8813.0,8813.0,86516.0
1312329600,91358090.0,1112675.4216,14.928843326957608,12.942227464613856,7.49064465,15703.0,8054.0,8054.0,94777.0
1312416000,80190145.223865,242544.5,12.487648820662656,9.269761523378985,8.65111491,15681.0,8251.0,8251.0,83388.0
1312502400,80705047.5,550344.8832,12.957109302642452,10.914655172413793,6.39034612,18013.0,7308.0,7308.0,117231.0
1312588800,76930150.0,387638.55840000004,11.642619953099018,9.64364406779661,7.4397722,18171.0,7080.0,7080.0,68224.0
1312675200,68600980.0,291645.648,12.112080435078813,9.431315985130112,22.92516799,17200.0,6725.0,6725.0,130394.0
1312761600,62288229.50000001,468355.63849999994,12.112080435078813,8.074770745428973,8.01767941,18130.0,7110.0,7110.0,171236.0
1312848000,84859720.0,431473.889,12.487648820662656,9.330643667515627,11.0804063,20864.0,8638.0,8638.0,69302.0
1312934400,75130050.0,169447.66150000002,15.58608800172933,10.606812216654735,9.43100171,16769.0,8382.0,8382.0,59908.0
1313020800,73767809.17500001,249586.9824,12.675433013454576,8.739686076885166,8.96972833,16032.0,8116.0,8116.0,55274.0
1313107200,69613745.65039301,89628.51999999999,12.863217206246498,9.603838436591166,6.31242296,14031.0,7064.0,7064.0,55909.0
1313193600,70767075.0,384923.39400000003,12.018188338682856,8.716531275385865,6.7979716,15861.0,7386.0,7386.0,44865.0
1313280000,79215586.0,114213.7023,11.548727856703056,9.08373704238289,9.77820713,19243.0,7621.0,7621.0,56161.0
1313366400,83881572.0,99998.33600000001,13.426569784622256,10.197736911465197,9.26323877,16500.0,8347.0,8347.0,66808.0
1313452800,80360439.0,408720.1796,12.675433013454576,8.307313964791014,9.5779113,16666.0,9259.0,9259.0,54361.0
1313539200,79868400.0,141152.013,11.579281931454938,8.976882381889764,7.99886482,16997.0,8128.0,8128.0,63047.0
1313625600,82575753.0,85906.897,14.182376319146357,12.372672656564303,6.1145595,18383.0,7457.0,7457.0,87101.0
1313712000,83646096.5,556029.6742,12.11785318408075,10.2478708103249,7.41319369,20161.0,7787.0,7787.0,55157.0
1313798400,83646640.2,718179.7440000001,13.015471938457102,12.014917614035088,6.10397746,19019.0,7125.0,7125.0,46651.0
1313884800,82255968.5,189946.64520000003,13.015471938457102,11.432420122365738,5.57001909,18708.0,7355.0,7355.0,40907.0
1313971200,81725530.95,216713.85450000002,15.798090077023796,12.782598056537102,7.23054005,21602.0,7924.0,7924.0,56422.0
1314057600,81745030.5,193649.6397,15.25951882439798,13.161272727272728,5.45671341,21892.0,7425.0,7425.0,47574.0
1314144000,81179400.0,103699.52639999999,11.758805682330213,10.19672712396018,9.52533281,17886.0,7333.0,7333.0,65331.0
1314230400,78155789.796,164353.718,11.489520056017303,9.918843439706299,6.85117903,18626.0,7082.0,7082.0,131799.0
1314316800,73491530.0,97922.2296,13.823328817395819,10.611244818826046,5.08571809,19914.0,7479.0,7479.0,80982.0
1314403200,65060431.49999999,142098.2876,11.758805682330213,8.54551373783629,5.07591598,16681.0,6988.0,6988.0,1130325.0
1314489600,67756878.0,59498.711899999995,10.23285379989041,9.916361635796811,4.24898819,16239.0,5453.0,5453.0,39104.0
1314576000,67823996.96,161109.13199999998,11.2202344297044,7.596295696170104,5.35302216,17103.0,7807.0,7807.0,41172.0
1314662400,65528572.51849999,235052.9208,13.91309069283345,9.04418226484833,5.3418445,14933.0,7846.0,7846.0,49082.0
1314748800,64520100.0,555619.1088,13.344420974986162,9.346153846153847,10.10021477,14550.0,7280.0,7280.0,49554.0
1314835200,60626126.83284743,349302.422,11.223453402802933,7.434998019675091,5.69525979,13820.0,7222.0,7222.0,56648.0
1314921600,61050573.315000005,217222.19199999998,14.31653111223681,9.958592525661416,5.26021947,13891.0,6917.0,6917.0,56115.0
1315008000,62656143.21000001,1155138.6213,12.54905813541745,9.789764869565218,6.07488965,12731.0,6325.0,6325.0,43347.0
1315094400,61848869.4913639,224536.1317,11.135079753961964,8.20017332008911,9.10167977,14161.0,6612.0,6612.0,66163.0
1315180800,61000078.150000006,879613.242,13.609541921509065,8.962391017717346,7.16748946,15971.0,7281.0,7281.0,80592.0
1315267200,55222838.7035,387662.9644,13.256047326145193,7.459366356911097,6.40762714,15194.0,7705.0,7705.0,84364.0
1315353600,54860615.788,151396.6305,12.99092637962229,7.7897212705489,8.10420009,14446.0,7178.0,7178.0,128531.0
1315440000,52855548.549499996,251748.99899999998,11.046706105120997,7.058875614874248,4.9515221,13362.0,6481.0,6481.0,62044.0
1315526400,50193897.0,440781.19889999996,12.372310837735514,6.692620423892101,7.39910874,13930.0,7266.0,7266.0,127883.0
1315612800,44950718.12544794,155547.99259999997,12.637431784258421,6.884367364238492,5.89377078,13186.0,6453.0,6453.0,74357.0
1315699200,53624840.0,110166.96599999999,12.195563540053579,8.108173305824474,4.71826473,12955.0,6301.0,6301.0,763603.0
1315785600,51359201.1,241625.5835,11.488574349325836,7.172517128620369,5.38775655,12932.0,6422.0,6422.0,80030.0
1315872000,45374375.0,278333.3208,12.018816242371642,6.4785191956124315,4.74685664,13053.0,6564.0,6564.0,56214.0
1315958400,43532325.006540745,733569.4079999999,13.263925230209253,6.990325403966645,3.85622561,13152.0,6515.0,6515.0,78213.0
1316044800,41394181.0,404546.427,12.914874566256378,6.97401821192053,3.88694001,11956.0,6040.0,6040.0,52444.0
1316131200,38080676.0,193308.44490000003,10.995095914515565,5.459385964912281,7.98324496,12058.0,6042.0,6042.0,88805.0
1316217600,36597071.7,323510.62899999996,10.73330791655091,5.000875262902443,5.4756153,12148.0,6181.0,6181.0,68373.0
1316304000,36478500.0,109592.3717,14.572865220032535,7.232900432900433,4.96046949,11736.0,5775.0,5775.0,56328.0
1316390400,40890080.0,65006.41,10.64604525056269,5.451785714285714,6.00913231,12541.0,6272.0,6272.0,69693.0
1316476800,49662956.25,291182.661,12.12951057236241,6.370083557951482,6.01759103,18459.0,7420.0,7420.0,81908.0
1316563200,45994001.236,156042.7616,12.914874566256378,5.762883040356524,5.34280467,13872.0,8078.0,8078.0,121113.0
1316649600,42696952.736499995,166067.70119999998,13.089399898232815,6.4260274735605165,4.47693446,14757.0,6808.0,6808.0,74744.0
1316736000,41830862.185499996,79541.061,11.693197242421315,6.572314534364261,3.83846876,17019.0,5820.0,5820.0,56265.0
1316822400,41524873.0,214896.936,10.820570582539128,5.638199325950891,7.17138576,17662.0,6231.0,6231.0,66736.0
1316908800,40390075.0,121035.0165,12.391298570327065,6.888820313877623,3.23532626,17523.0,5671.0,5671.0,53301.0
1316995200,40134759.07,54693.348000000005,11.954985240385973,6.323870106472874,3.33132041,17160.0,5917.0,5917.0,65547.0
1317081600,37744273.314,96673.18180000002,11.867722574397755,5.764780300578035,4.17476213,16854.0,6055.0,6055.0,79585.0
1317168000,36738746.55,98038.024,11.605934576433098,5.728525625539257,4.57610176,11610.0,5795.0,5795.0,65164.0
1317254400,35445455.85,99970.3944,11.252954012115648,5.646300052548608,3.56288467,10806.0,5709.0,5709.0,50305.0
1317340800,39465880.0,269610.1668,10.329204055897202,5.713042346407496,3.38489362,11409.0,5762.0,5762.0,60258.0
1317427200,39133080.0,424159.9791,11.420908549609912,6.457002148997135,3.5672863,10969.0,5584.0,5584.0,70623.0
1317513600,38133174.0,162160.1072,11.001022205874257,6.572104956268222,3.26002348,10163.0,5145.0,5145.0,54094.0
1317600000,37541401.209,159930.5821,10.917044937127123,5.2664066857962695,9.34666058,11545.0,6273.0,6273.0,52570.0
1317686400,37237844.5,72079.558,10.917044937127123,6.153139578630549,3.40150005,10079.0,5316.0,5316.0,69864.0
1317772800,37235250.0,165257.84850000002,11.504885818357044,5.538167417175941,3.52404524,12453.0,6218.0,6218.0,79500.0
1317859200,36564084.5,285299.26700000005,11.168976743368518,5.465369753497669,6.66264112,11909.0,6004.0,6004.0,134238.0
1317945600,36001792.5,84332.0496,10.749090399632859,5.638818297331638,5.68168641,11289.0,5509.0,5509.0,87797.0
1318032000,34131123.0,85776.72,10.83306766837999,5.28998608137045,3.92876955,10939.0,5604.0,5604.0,104100.0
1318118400,32635067.85,166864.11740000002,10.329204055897202,4.80268842255024,3.07908946,10976.0,5623.0,5623.0,74440.0
1318204800,31696314.823499996,136544.044,9.909317712161542,4.546665661844484,3.17994555,10553.0,5530.0,5530.0,55810.0
1318291200,30830033.468500003,594727.5975,8.90159048719596,3.756177393089292,4.8110874,11523.0,5846.0,5846.0,78723.0
1318377600,31347371.136000004,231518.003,9.993294980908676,3.8539917636195757,4.52713498,12312.0,6498.0,6498.0,70334.0
1318464000,33185207.5,233654.08079999997,7.641931455988986,4.276281916016037,4.68456623,9294.0,4739.0,4739.0,71841.0
1318550400,30711001.200000003,114049.0428,11.168976743368518,4.822780329457364,3.47204625,10647.0,5676.0,5676.0,76909.0
1318636800,30257752.5,187581.7178,10.290799068415286,4.69813322368421,3.47903207,11551.0,6080.0,6080.0,75300.0
1318723200,29167809.48149544,365294.11169999995,8.977080038404823,4.919708241334646,2.8099505,9706.0,4878.0,4878.0,56120.0
1318809600,28135216.686,116314.84479999999,8.247236132843456,3.8009679671017342,4.46768129,11136.0,5593.0,5593.0,117624.0
1318896000,21718680.0,260778.7904,9.269017600629375,3.312423588637181,3.1571327,10981.0,5562.0,5562.0,103352.0
1318982400,19863795.042,280648.4182,9.633939553410057,3.637813715176715,3.42772158,9684.0,4810.0,4810.0,90904.0
1319068800,18152299.0,83398.72750000001,7.51739222728209,2.649766355140187,5.74099126,8801.0,4708.0,4708.0,124854.0
1319155200,20421502.156999998,173592.71519999998,10.071845896746877,3.5044946873249954,2.79374852,10518.0,5357.0,5357.0,95345.0
1319241600,24791415.0,166107.5258,6.860532712276858,3.219211618257261,2.66416828,9425.0,4820.0,4820.0,96049.0
1319328000,25259808.0,285089.121,7.663361008394363,3.2379526692350025,3.00894325,10417.0,5451.0,5451.0,105599.0
1319414400,24076640.0,175154.2702,8.977080038404823,3.3265078560567667,3.24402503,11390.0,5919.0,5919.0,94834.0
1319500800,22892568.0,100622.17,9.48797077229778,3.74273381294964,3.01637396,10830.0,5282.0,5282.0,111223.0
1319587200,21673248.4,123346.8368,7.955298570618909,2.95512116073111,3.39589176,10204.0,5307.0,5307.0,121547.0
1319673600,23001278.335,105710.794,8.39320491395573,3.7018410635155092,2.51974203,9527.0,4739.0,4739.0,77823.0
1319760000,24564671.25,80000.1978,7.444407836725952,3.249905106632753,3.15074039,9752.0,5111.0,5111.0,122437.0
1319846400,28905466.859,127158.4097,8.685142476180278,3.910597838997597,3.40234917,11058.0,5826.0,5826.0,188686.0
1319932800,27587022.463,161089.45089999997,7.079485883945267,3.6241227045826507,3.40992865,9259.0,4888.0,4888.0,79972.0
1320019200,25628187.2,51929.056,9.998861506190742,4.684135593220339,2.56528203,9725.0,4956.0,4956.0,84760.0
1320105600,25365195.0,73441.65,8.734364860003867,4.1583262531860665,5.1065652,10403.0,5885.0,5885.0,126458.0
1320192000,26072620.0,191938.2546,9.033486944250575,4.518664347826087,3.23511613,10673.0,5750.0,5750.0,138314.0
1320278400,25024894.4,158552.88,7.597700939866377,3.646927949878176,2.88038385,10207.0,5746.0,5746.0,114474.0
1320364800,24439088.134999998,99612.7923,8.554891609455842,3.455966259381567,3.33893916,11518.0,6662.0,6662.0,103368.0
1320451200,24396802.5,134519.1111,8.973662527401231,3.6630615969581752,3.42899532,12548.0,6575.0,6575.0,111722.0
1320537600,23203332.5,64246.1688,8.85401369370255,4.496335391356303,2.68651732,9641.0,5021.0,5021.0,80316.0
1320624000,23062650.380000003,29340.989999999998,7.8369986072637445,3.724597804466129,3.44751402,10269.0,5329.0,5329.0,65214.0
1320710400,24463249.5,965032.9778999998,8.076296274661109,3.7712473903966597,3.72947765,10896.0,5748.0,5748.0,117148.0
1320796800,23757951.599999998,178516.8,10.110326447538721,3.972029877772748,3.78935692,12174.0,6627.0,6627.0,259879.0
1320883200,22909950.0,110293.116,8.674540443154525,3.4190760527969832,3.43121601,11557.0,6364.0,6364.0,124976.0
1320969600,22928250.0,268820.6128,7.298578855619669,3.36569222283508,2.04213243,10074.0,5439.0,5439.0,140066.0
1321056000,23789945.0,213070.57660000003,8.076296274661109,3.9279311634867184,2.58769763,10156.0,5346.0,5346.0,78593.0
1321142400,23728578.150000002,173065.963,8.794189276853206,4.477957547169812,2.52287731,9589.0,5088.0,5088.0,78550.0
1321228800,23220859.5,184171.90199999997,8.13612069151045,3.6672704626334514,2.76633599,10726.0,5620.0,5620.0,123034.0
1321315200,20638487.0,97552.6211,10.255333551313717,3.6132520956224776,3.20336403,11798.0,6442.0,6442.0,164076.0
1321401600,19965270.0,81482.06220000001,7.88415816372673,2.9543637916310845,3.57793717,10639.0,5855.0,5855.0,1404997.0
1321488000,19986502.722,95383.94639999999,8.595510780002828,3.3698084560400288,2.95917489,10600.0,5596.0,5596.0,2577739.0
1321574400,18385518.645,215058.96279999998,7.765599394347381,3.2506307471980076,3.34454677,9438.0,4818.0,4818.0,2876441.0
1321660800,17708160.0,112043.7942,7.647040624968031,3.023405988999796,3.05504471,8745.0,4909.0,3927.0,2397237.0
1321747200,19256294.400000002,90303.32239999999,7.587761240278357,3.3368632193494583,4.0309302,8068.0,4796.0,3404.0,657977.0
1321833600,17661281.5,56888.8284,8.002716933106079,3.0654401268834257,2.50056261,8487.0,5044.0,3607.0,1162237.0
1321920000,18139885.0,106725.02429999999,8.002716933106079,2.9546732452057345,3.37516787,8795.0,5371.0,3999.0,1667159.0
1322006400,18387047.0,505908.8307,7.765599394347381,2.7751138790035585,3.41667059,8805.0,5620.0,4161.0,1146873.0
1322092800,19018875.0,352118.8173,6.6392910852435625,2.745693227091633,3.49219286,8310.0,5020.0,3737.0,170706.0
1322179200,19808640.0,199785.8885,7.7063200096577065,3.0978191291403054,3.78509764,9336.0,5374.0,3973.0,177547.0
1322265600,19602253.125,181504.56600000002,7.528481855588683,3.2136353417266186,3.60336148,8122.0,5004.0,3724.0,176376.0
1322352000,19347375.700000003,363125.5945,6.757849854622912,2.969345640383813,2.73332716,8141.0,4794.0,3508.0,1115079.0
1322438400,19692406.44,263375.2275,7.350643701519658,2.658118982278481,3.04363533,9939.0,5925.0,4567.0,2650759.0
1322524800,23141353.95,90500.22660000001,8.239834471864778,3.1750457956808087,4.44141507,11164.0,6529.0,5331.0,2047500.0
1322611200,22992169.75,170164.7348,7.916086499513548,3.412756948831333,3.29898062,10512.0,6332.0,4830.0,4727510.0
1322697600,24427630.0,178203.27,10.03065755075347,4.314411284335561,4.31536335,11715.0,6735.0,5198.0,2459820.0
1322784000,24436704.3,121664.87350000002,8.512503975504297,3.9021298290056996,4.30495028,10589.0,6316.0,4961.0,3308930.0
1322870400,24397802.5515,105684.95860000001,8.132965581692002,4.244974690041568,4.0934545,9426.0,5533.0,4169.0,3682124.0
1322956800,23327083.0,229318.56960000002,7.428108564612029,3.8734347826086957,3.5088385,9094.0,5290.0,3899.0,3204551.0
1323043200,22882421.0,351862.75200000004,8.675163287138135,3.6944682527178196,3.61583294,10411.0,6347.0,4689.0,1883357.0
1323129600,23843832.5,129925.9278,8.62094351659352,3.4548711009827655,3.49937086,11341.0,7021.0,5580.0,5825066.0
1323216000,24116650.0,107472.9186,7.970306270058161,3.1833046776232616,3.99867645,10988.0,7119.0,5695.0,5313161.0
1323302400,24281370.0,230169.2016,8.349844663870455,4.126369448764472,3.28631467,9481.0,5787.0,4203.0,3900983.0
1323388800,23826519.75,97579.1302,8.187185352236616,4.03632219486458,2.96146207,9524.0,5686.0,4090.0,1170427.0
1323475200,23858224.0,98353.0116,8.512503975504297,4.120317569899896,3.02294953,9793.0,5794.0,4234.0,324851.0
1323561600,26551083.0,54092.83,7.861866728968936,4.7345801526717555,90.99811174,8549.0,5240.0,3694.0,269281.0
1323648000,26277880.0585,36385.088,7.265449252978187,4.75493538789602,305.20213478,8547.0,4924.0,3475.0,323120.0
1323734400,25966050.0,482591.6909,7.406827444791928,3.8618676337262006,4.77703305,9008.0,5515.0,3910.0,162446.0
1323820800,25808668.900000002,744348.6392,8.268086450000293,4.605703609756097,3.6461913,9943.0,5125.0,3602.0,127687.0
1323907200,25169111.604999997,195054.153,7.062323842708583,3.5910046384222056,8.39607542,8700.0,5476.0,3972.0,141814.0
1323993600,25478401.5,218387.34209999998,7.119741109722475,3.766207933822147,2.836012,8365.0,5319.0,3874.0,161418.0
1324080000,25501980.5,82294.056,8.382920984028075,4.894264370201286,2.72970204,7780.0,4819.0,3386.0,132783.0
1324166400,25683775.0,61071.3264,8.440338251041965,5.178169014084507,3.89415776,7873.0,4615.0,3297.0,80667.0
1324252800,29270772.689999998,335600.7372,8.67000731909753,5.374772899999999,3.61261747,8828.0,5200.0,3845.0,132682.0
1324339200,35626500.0,361318.9756,7.7513310468752765,4.547800718132854,5.83700461,10966.0,6684.0,5116.0,197252.0
1324425600,32570722.500000004,126336.82139999999,8.899676387153091,5.6228745367919535,3.99252286,9328.0,5667.0,4158.0,164386.0
1324512000,31663067.4835,143323.5708,7.923582847916949,4.737143169474046,4.15561326,9669.0,5818.0,4263.0,105090.0
1324598400,31360037.5,227221.891,8.727424586111422,5.232029616724739,3.10079941,9685.0,5740.0,4255.0,96289.0
1324684800,31385312.915,174852.68050000002,7.5790792458336025,5.57682630453379,2.23895545,7849.0,4676.0,3302.0,84429.0
1324771200,34918088.135000005,602861.786,9.99060446041702,7.19788381383079,2.78505591,8775.0,5307.0,3773.0,66063.0
1324857600,34341801.0585,559551.4469999999,9.875769926389237,6.894854445270396,3.40552884,9053.0,5381.0,3868.0,83490.0
1324944000,32362665.999999996,362565.2546,9.1680048812832,5.795210913660024,2.76747331,9312.0,5571.0,4149.0,82715.0
1325030400,33421397.968000002,624696.9795,8.649061208757736,6.325048629502918,3.33596172,8289.0,4969.0,3564.0,93300.0
1325116800,34577648.0,694588.7024999999,8.072457128173884,6.037690623133585,4.0354475,8731.0,5023.0,3703.0,116367.0
1325203200,34365600.0,1145784.6760000002,7.380532231473269,5.480274681528662,3.52080887,8353.0,5024.0,3544.0,84444.0
1325289600,39960249.75,1499737.7192000002,9.28332569739997,7.508817435131603,3.62038935,8668.0,5357.0,3779.0,83180.0
1325376000,41639000.0,328101.51359999995,8.59140080069935,8.568560689807649,3.22260941,7701.0,4523.0,3052.0,168855.0
1325462400,44082248.49,416207.7756,8.764382024874507,7.200333878464452,5.2069139,9669.0,5809.0,4239.0,103335.0
1325548800,42442728.0,968056.6045,9.340986105458354,7.7336670274170265,5.78307056,9207.0,5544.0,3966.0,84487.0
1325635200,45023634.67,709106.176,8.879702840991275,7.6733495741660755,14.21969541,9255.0,5636.0,4012.0,118758.0
1325721600,51436761.75,685859.4798,8.476079984582581,6.804199074743385,5.55023698,11542.0,6917.0,5125.0,211068.0
1325808000,58097535.0,951404.1786000001,9.802269369925433,9.654664360949536,6.65531797,11043.0,6361.0,5175.0,173644.0
1325894400,56515948.247999996,403409.29150000005,10.436533858567667,10.22683629689261,4.83857232,9902.0,6211.0,4186.0,104557.0
1325980800,58059720.0,942254.4773,9.28332569739997,9.21806041335453,3.44381947,10516.0,6290.0,4472.0,80489.0
1326067200,58117680.0,432623.10000000003,10.01025621817098,9.668811468578097,6.16347974,10229.0,5999.0,4323.0,150094.0
1326153600,55665688.0,846028.6167,9.077623651260641,7.637662771285475,4.64067614,11080.0,6589.0,4859.0,107633.0
1326240000,57723578.4,1293640.7371999999,9.450676678024774,7.5731710379464285,5.17871126,12031.0,7168.0,5299.0,109663.0
1326326400,56641414.699999996,1359636.6602,10.321133740474428,8.405873109606798,41.82887588,11184.0,6943.0,5002.0,79120.0
1326412800,55561874.82355661,713534.766,7.709762553125476,6.240290657392629,9.94639858,11096.0,6824.0,5197.0,171761.0
1326499200,54737775.0,433777.2124000001,9.948080713710292,8.030034155034155,11.73821501,10567.0,6734.0,4846.0,123925.0
1326585600,56735651.833,409484.9755,9.20197466018202,7.755485534082396,6.7042272,11200.0,6675.0,4941.0,79372.0
1326672000,58406774.448,284825.28959999996,9.82372970478891,8.52772152580404,30.6769841,11207.0,6685.0,4816.0,127665.0
1326758400,56764850.0,116970.4754,9.82372970478891,8.449585943468296,23.16297162,11033.0,6545.0,4725.0,145102.0
1326844800,56570220.0,227313.57599999997,8.828921633417881,6.84981981981982,11.20841262,11962.0,7215.0,5311.0,153419.0
1326931200,51322320.0,787721.4911999999,8.455868606653747,6.634297648514851,7.25502575,10970.0,6464.0,4664.0,124975.0
1327017600,53648714.0,695863.4917,8.580219615575126,6.80037808871688,43.74500914,11045.0,6718.0,4863.0,146398.0
1327104000,53462737.5,619312.4140999999,11.129415298463389,8.662715994683207,5.32543933,10759.0,6771.0,4714.0,92748.0
1327190400,52198312.5,504363.88990000007,8.450978823032424,7.901534512264689,3.21846767,8918.0,5259.0,3496.0,62236.0
1327276800,52783244.905,258072.7636,11.116287528758036,9.227070003342247,4.32893996,10161.0,5984.0,4095.0,70085.0
1327363200,53319085.75,235596.30449999997,8.776016470072133,6.45861375971835,8.74090361,11338.0,6817.0,5103.0,96848.0
1327449600,52837110.0,271881.6758,10.076167058230967,6.240819508544344,7.51802097,12942.0,8017.0,6243.0,118374.0
1327536000,50829460.0,679463.0004,8.450978823032424,5.989222090261283,7.15324525,11098.0,6736.0,4843.0,130921.0
1327622400,46679667.25,334985.55480000004,9.0360465877039,6.060210727383863,21.44948903,10852.0,6544.0,4931.0,141718.0
1327708800,47209555.949999996,357939.7168,10.076167058230967,7.314626972928631,6.21920755,10498.0,6095.0,4323.0,84212.0
1327795200,47353824.0,124826.33759999998,10.596227293494497,7.459306930693069,221.28355145,10772.0,6464.0,4611.0,94613.0
1327881600,46084920.0,689414.3167999999,10.791249881718326,7.726864927728859,5.00811954,10175.0,6019.0,4139.0,82758.0
1327968000,46541027.5,503908.365,10.27118964645479,6.923411655588191,27.76413677,11376.0,6469.0,4637.0,84150.0
1328054400,46480235.8,414041.698,8.776016470072133,5.521154492753623,7.67023534,11855.0,6900.0,5071.0,140076.0
1328140800,51163950.0,1349405.9267999998,10.596227293494497,7.274191229331416,10.52551844,12071.0,6955.0,5113.0,139333.0
1328227200,50784017.0,523518.0075,10.401204705270677,7.090167938931298,7.14420136,12407.0,6943.0,5156.0,117984.0
1328313600,49610700.0,237567.11800000002,11.247553976335974,6.482558904830854,8.85793127,12959.0,7597.0,5774.0,136722.0
1328400000,49341178.125,403924.57200000004,9.3272398828152,6.131930169286579,4.45615015,11232.0,6616.0,5084.0,110844.0
1328486400,47956543.5,465510.0239999999,10.150231637181248,6.595255384615385,4.48191176,10914.0,6500.0,4576.0,118829.0
1328572800,47334675.102000006,913983.8802,9.807318406195394,6.008968738049713,5.50077725,10983.0,6799.0,5090.0,113991.0
1328659200,48528962.160000004,1406287.047,9.052909298026517,5.8361440701012235,4.40704453,11209.0,6619.0,5078.0,102272.0
1328745600,48160880.0,745895.365,9.875901052392566,5.75685356109657,5.95689282,11806.0,7259.0,5536.0,92417.0
1328832000,49244456.487500004,701888.4785000001,10.081648990984075,5.044210165470957,7.26552646,12310.0,8642.0,6905.0,91333.0
1328918400,49907100.0,611815.441,9.464405175209542,5.433368310598111,4.07907004,12079.0,7624.0,6032.0,103158.0
1329004800,48706222.5,303814.2576,10.973223391547293,6.322424037812288,3.47829872,11301.0,7405.0,5663.0,141274.0
1329091200,47665904.0,274752.7425,10.081648990984075,5.598200692041522,4.81346772,12245.0,7514.0,5857.0,136595.0
1329177600,46704000.0,171026.72350000002,9.3272398828152,3.9251905252317196,6.96051344,14695.0,9710.0,8100.0,381705.0
1329264000,40733848.0,229268.38119999997,9.738735759998223,3.6506361055619805,15.26703072,14215.0,9511.0,7802.0,429552.0
1329350400,39543032.563999996,468206.7468,8.847161359435006,3.292573672194701,9.73008108,14299.0,9286.0,7743.0,274715.0
1329436800,39880133.287,801887.5904000001,9.738735759998223,4.753250272166105,3.53606055,11991.0,7128.0,5566.0,188725.0
1329523200,37635099.449999996,454514.1538,12.001963084504856,5.895753857100059,3.79084356,11605.0,6676.0,5024.0,117067.0
1329609600,36301388.7425,423491.32879999996,10.741368022074928,5.735891294672961,2.44848079,10536.0,5932.0,4286.0,81468.0
1329696000,37898166.0,352403.8155,9.988788096961398,5.395482183720169,3.9273343,10712.0,6118.0,4510.0,105324.0
1329782400,37217219.629999995,153254.2758,8.757293674048347,4.4738289540012595,3.68499377,11125.0,6348.0,4767.0,103033.0
1329868800,38130552.0,312673.0417,10.741368022074928,5.00457888826502,3.3301254,12333.0,7124.0,5474.0,146255.0
1329955200,41403862.632,139593.1286,11.493947947188458,5.25163091485852,4.19034459,13080.0,7881.0,6051.0,125333.0
1330041600,43736459.921,227438.56199999998,9.920371740132895,5.234582274052478,4.33478143,12673.0,7203.0,5558.0,167523.0
1330128000,42703596.0,618117.2837000001,11.425531590359952,6.42908014571949,4.26574148,11532.0,6588.0,4910.0,181916.0
1330214400,42158154.192,191759.0263,10.399286237932417,6.497273877969578,2.61240263,10278.0,5851.0,4227.0,89343.0
1330300800,43035330.0,286278.72,10.809784378903426,6.225544401544401,4.78372398,11131.0,6475.0,4684.0,91803.0
1330387200,42229000.0,338423.794,10.262453524275406,5.6624415270861626,5.47527216,11726.0,6627.0,5029.0,117586.0
1330473600,41429990.0,230732.89609999998,12.725442370101506,6.679076923076924,3.15391449,12087.0,6825.0,5096.0,104815.0
