1459468800,414.12,417.68,416.03,417.68,5353.913183850981
1459382400,412.74,417.6,412.97,416.03,5235.542783850162
1459296000,407.56,416.41,416.4,412.79,5831.4936037901025
1459209600,407.75,424.62,422.92,416.39,7361.855275191034
1459123200,419.63,425.36,425.29,423,5717.860070670732
1459036800,416.35,426.5,416.96,425.3,4658.098030540683
1458950400,414.37,417.77,416.42,416.97,3641.0028567801546
1458864000,411,416.87,412.86,416.41,4598.661038300238
1458777600,410,417.72,417.53,412.95,5064.589365250316
1458691200,413.95,418.99,416.66,417.53,5506.919452810185
1458604800,411,417.79,411.98,416.66,6124.691856060081
1458518400,406.89,412.13,411.25,412,6020.518108230224
1458432000,409.36,415.34,410.09,411.27,4726.10717472023
1458345600,404.72,411,409.66,410.2,4840.133579140364
1458259200,399.21,418.66,418.42,409.65,8597.586763800866
1458172800,415.7,419.75,416.06,418.41,6108.443284800387
1458086400,413,416.39,415.41,416.07,6274.808810900672
1458000000,412.48,416.94,415.02,415.41,7355.07959993052
1457913600,411.61,415.84,412.51,415.02,6672.712652400491
1457827200,410.01,416.38,410.56,412.52,4663.328797250138
1457740800,406.52,421.3,419.48,410.58,6897.105099000467
1457654400,414.97,421,415.98,419.39,7041.458143040562
1457568000,410.71,416.52,412.64,415.98,7908.753867490628
1457481600,408.75,414,411.18,412.8,5399.270362040783
1457395200,407.4,416.33,412.21,411.18,7501.476495570266
1457308800,395,418.74,403.24,412.21,9910.744242390894
1457222400,385.01,409.27,396.13,403.24,7675.13656299034
1457136000,381.09,408.83,407.38,396.08,14903.21378457137
1457049600,405.5,422.21,418.76,407.35,8960.953571840844
1456963200,408.63,422.8,420.44,418.8,11833.710870931927
1456876800,418.36,435.36,433.03,420.39,7437.529435250088
1456790400,427.5,437.78,436.41,433.08,7580.221062782448
1456704000,431.13,442,433.73,436.44,7578.890069401612
1456617600,423,436.07,433.09,433.73,5149.930090240472
1456531200,430.14,434.97,430.84,433.12,5520.620268940917
1456444800,419.53,430.85,423.51,430.85,6782.0374652812325
1456358400,418.6,426.44,423.87,423.54,6049.818115261502
1456272000,410,425.6,420.32,423.94,7231.122365280901
1456185600,414.16,440.9,437.45,419.97,9159.03224463215
1456099200,430.95,439,438.56,437.55,5131.799883281171
1456012800,426.01,448.7,438.04,438.56,7111.1445864114185
1455926400,420.09,444.03,420.72,437.46,9366.348560391218
1455840000,416,422,421.18,420.72,5800.217531830673
1455753600,415.01,423.2,415.18,421.19,6518.637611800968
1455667200,405.69,420.13,407.41,415.2,8707.134002701136
1455580800,390,407.5,398.94,407.42,5647.185070691759
1455494400,394.03,409.09,406.62,398.95,6568.485382841881
1455408000,391,406.92,391,406.59,7555.164850271236
1455321600,381.99,396,382.05,391,5978.856471710818
1455235200,377.46,382.05,378.23,382.05,6162.176713370567
1455148800,360,379.5,378.49,378.23,10412.363715861959
1455062400,371.87,383.34,372.76,378.44,9734.280824752006
1454976000,370.13,374.93,371.02,372.68,8424.552207501183
1454889600,370.5,379.35,377.47,371.14,7094.208577771213
1454803200,373.24,379.81,375.44,377.49,4160.829111310769
1454716800,370.05,384.54,384.44,375.44,6276.614737291423
1454630400,382.99,389.36,387.99,384.5,7443.84433224228
1454544000,368.74,390.63,368.87,387.99,8887.7272324031
1454457600,365.63,373.01,372.93,368.87,7147.956573281556
1454371200,371.17,374.41,371.33,372.93,6856.218157990755
1454284800,366.26,379,367.89,371.33,7931.229229221126
1454198400,365,382.5,378.46,367.95,5506.746813021691
1454112000,375,382.04,378.68,378.46,4154.296422400636
1454025600,363.25,385.05,379.63,378.68,12105.290436892317
1453939200,377.12,395,394.6,379.61,9103.71549887292
1453852800,390.7,397.18,391.7,394.79,6324.164190270485
1453766400,387.78,397,391.4,391.54,6981.009900350318
1453680000,386.41,403.04,403.04,391.4,6491.999811860517
1453593600,387.49,406.93,387.5,403.05,3550.831771830132
1453507200,382.55,398.72,382.93,387.5,6308.750022200504
1453420800,373.86,413.99,409.02,382.9,13430.103039240921
1453334400,403.21,424.78,418.89,409.38,8736.439028891049
1453248000,369,425.1,375.28,418.54,13874.68165931231
1453161600,370,385.5,384.79,375.27,8133.089010340886
1453075200,370.1,386.1,378.47,384.89,8711.459756041404
1452988800,372,391,388.7,378.46,8278.401793480627
1452902400,350.92,391,357.59,388.7,17985.104784490693
1452816000,357.3,430.29,430.04,357.53,28641.653585516684
1452729600,428,435.27,432.7,430.03,5672.820962450443
1452643200,425,437.5,434.01,432.77,9009.140709121457
1452556800,431.83,449.44,449.26,434.01,6596.945452920522
1452470400,445.88,452.65,449.99,449.19,5597.614183150596
1452384000,442.96,451.39,450.39,449.99,3954.3223995203903
1452297600,447.66,456,454.41,450.38,4247.549650950911
1452211200,447.53,464.4,459.07,454.44,8347.055039600888
1452124800,430.64,460.15,430.66,459.07,13906.640729023738
1452038400,428.15,433.46,433.32,430.87,5476.869959441213
1451952000,430,435.64,433.84,433.34,5150.049475690538
1451865600,431.37,435.79,431.9,433.85,5894.445723170663
1451779200,425.02,435.75,435.4,431.91,3904.3253181103887
1451692800,432.41,437.56,435.67,435.4,3276.709621130287
1451606400,427.92,437.15,430.35,435.66,3863.2774505404773
1451520000,419.04,434,427.9,430.35,6480.693573680863
1451433600,422.35,434.99,433.89,427.95,4884.615729610907
1451347200,419.31,433.9,421.94,433.89,6387.0971385610255
1451260800,418,429.9,424.73,421.94,6929.617994861296
1451174400,410.02,429.85,419.41,424.72,5568.976839602078
1451088000,410,458.29,455.82,419.41,13505.222648452846
1451001600,450.01,458.99,455.74,455.84,3482.660511750379
1450915200,442.42,460,442.43,455.74,6860.177530860807
1450828800,428.29,445.11,433.94,442.43,7571.530727220965
1450742400,432.58,442,436.85,433.92,6659.301968930909
1450656000,424.66,444.44,442.36,436.81,6845.941203660947
1450569600,430,461.3,461.29,442.22,8376.423352911428
1450483200,451.58,465.6,463.14,461.29,6991.3843634607565
1450396800,453.28,465.1,455.5,463.17,5045.1100246506
1450310400,446.01,456.33,453.96,455.5,6287.108041021631
1450224000,440,464.73,464.5,453.97,35979.09461999405
1450137600,443.76,464.95,444.03,464.27,11008.156856624237
1450051200,429.12,450,433.38,444.01,165495.8155388181
1449964800,419.42,443.83,436.9,433.83,6720.0135999308095
1449878400,403,469.34,452.95,436.87,29525.269964372634
1449792000,415.67,453.13,415.68,452.95,13643.469446141597
1449705600,408,419.5,418.39,415.68,7117.838236640618
1449619200,401,425,417.84,418.39,13811.44429405457
1449532800,386.69,418.94,394.73,418.94,8264.814572022024
1449446400,383,397.57,387.53,394.73,7577.5779853919175
1449360000,375.22,401.01,388.03,387.55,9639.572834960263
1449273600,363.97,390,363.98,387.99,8731.839300850326
1449187200,355.43,364.85,361.89,363.98,5864.705648910321
1449100800,356.52,369.99,360,361.77,7242.504372520423
1449014400,347.55,363.06,362.68,360,8966.988241590481
1448928000,354.6,378.94,376.88,362.68,9267.043085861786
1448841600,367.5,382.87,372.25,376.86,11425.774727772021
1448755200,354.26,373.63,357.24,372.24,5537.923139050265
1448668800,351.09,359.63,358.2,357.24,5553.054494990226
1448582400,347.96,364.46,352.56,358.19,7234.790705961591
1448496000,328.98,368.18,328.99,352.57,14023.74766101111
1448409600,316.26,330.06,320.96,328.98,7870.714162240334
1448323200,318,323.17,323.01,321,5234.691119330181
1448236800,322,326,323.72,323,4797.364622080108
1448150400,321,327,326.99,323.71,3426.1786015400644
1448064000,316.33,328,322.39,327,5125.958809020132
1447977600,311.23,327.04,326.53,322.39,9324.440814250289
1447891200,324.9,336.38,335.5,326.41,6718.630930550632
1447804800,330,338,336.49,335.49,5204.310116730503
1447718400,330.1,340.72,332.85,336.49,7262.4569874910385
1447632000,316.12,334.1,322.94,332.89,7295.396514820948
1447545600,319.89,336.46,334.67,322.93,6329.302827081123
1447459200,329.4,339.57,338.08,334.71,6008.710164190471
1447372800,325,343,336.49,338.07,10203.546404401704
1447286400,312.24,344.99,313.2,336.49,15784.188175849671
1447200000,293.32,341.75,337.14,313.2,18097.66629410795
1447113600,322,382.23,379.55,337.14,16694.812262732205
1447027200,360.8,386.96,373.84,379.53,11225.64567597082
1446940800,363.58,389,384.8,373.83,7459.0145599816615
1446854400,371.43,392,374.26,384.81,8396.124565583614
1446768000,351,395,387.21,374.09,20034.64320475417
1446681600,366.66,450,410,387.21,27227.96561929529
1446595200,368.15,499.99,404.06,410,50603.791693213534
1446508800,362.07,422.3,365.14,404.1,40167.73664016096
1446422400,326.07,371.82,329.45,365.21,19748.94524771259
1446336000,311.44,332,314.84,329.46,10727.58697465219
1446249600,306.29,334.28,329.11,314.85,15213.518109132552
1446163200,315.9,336.97,316.07,329.11,16825.196388080618
1446076800,301.8,320.99,304.1,316.08,12247.441075523437
1445990400,295.65,308.93,295.68,304.09,16047.510770925528
1445904000,286.89,297.99,287.1,295.61,11123.68178775169
1445817600,282.04,287.68,284.97,287.1,7477.9242194606
1445731200,283.28,295.93,284.29,284.97,10695.66837063057
1445644800,278.75,284.49,278.76,284.29,5507.976725160379
1445558400,275.4,281.17,275.76,278.76,7072.844703880932
1445472000,268.75,280,268.77,275.84,8695.883882810553
1445385600,265,272.85,271.16,268.77,6195.066468920251
1445299200,264.38,272.95,265.09,271.14,4647.331853230149
1445212800,262.05,268.23,265,265.17,5364.1013245607255
1445126400,262.94,273.5,272.88,265,5660.018133400756
1445040000,263.05,274.81,263.45,272.87,11034.142306951624
1444953600,254.86,267.6,254.98,263.43,9215.973390110816
1444867200,253.18,256.77,253.25,254.99,6678.891244101345
1444780800,250.25,255,250.98,253.27,7587.420046601128
1444694400,244.86,251.5,246.43,250.99,6502.185266080388
1444608000,245.89,249.14,249.01,246.39,5402.186085460704
1444521600,245.63,250,246.06,249.02,4323.219647290069
1444435200,243.8,246.1,244.44,246.07,3688.5334136802135
1444348800,241.1,244.88,242.94,244.35,4935.02552161073
1444262400,242.2,245.38,244,242.94,5622.451567510466
